"","CNES","address","latLng.lat","latLng.lng","nome","Id","CEP","latLng.Latitude","latLng.Longitude"
"43",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",4995,41310110,-12.89727,-38.42829
"44",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",2785,46900000,-12.43583,-41.92612
"45",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5749,44715000,-11.50946,-40.33591
"46",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5059,42802540,-12.72551,-38.31831
"47",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5304,41250293,-12.94006,-38.42233
"48",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5141,41300480,-12.85818,-38.4463
"49",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",2035,41200080,-12.9337199,-38.43545
"50",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5631,48605760,-9.38633,-38.22722
"51",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5003,40290200,-12.91689,-38.45134
"52",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",8501,48950000,-9.90692,-39.48431
"53",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",1859,46480000,-13.86136,-42.86507
"54",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",4997,42806060,-12.70248,-38.33283
"55",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",7897,40353690,-12.94895,-38.47528
"56",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5638,42804570,-12.72466,-38.33123
"57",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5639,41200870,-12.94735,-38.45852
"58",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5303,41926060,-13.00811,-38.481
"59",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5623,48800000,-10.35982,-39.44763
"60",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5006,40100310,-12.9939,-38.51077
"61",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",2737,40715450,-12.87691,-38.47364
"62",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5300,43813300,-12.7660699,-38.49328
"63",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",7974,40220050,-13.00397,-38.4943
"64",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5343,41205375,-12.94125,-38.45151
"65",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5142,40391398,-12.93481,-38.489
"66",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",3793,48180000,-12.10729,-38.01854
"67",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",1863,44580000,-13.09181,-39.3671
"68",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",1867,41235460,-12.92273,-38.44719
"69",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",1858,41260250,-12.92667,-38.41507
"70",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5697,48790000,-11.0426,-38.83495
"71",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",2741,46990000,-12.02727,-41.66933
"72",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5053,40455010,-12.9361,-38.50029
"73",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5058,41710000,-12.96285,-38.40314
"74",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",7899,41502410,-12.90079,-38.35429
"75",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5622,41741470,-12.97105,-38.42054
"76",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5322,48730000,-11.57532,-39.24354
"77",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5321,40365250,-12.94681,-38.48589
"78",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5401,48900440,-9.43005,-40.5071
"79",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5387,41152000,-12.96158,-38.46529
"80",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5388,45305000,-12.94162,-39.5313
"81",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5637,41100395,-12.9735099,-38.46835
"82",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",1939,45550000,-14.14672,-39.55384
"83",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",1868,48570000,-9.73688,-38.12198
"84",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",2029,48630000,-9.03109,-38.6955
"85",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",2031,46810000,-12.03391,-41.03234
"86",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5318,41260300,-12.92611,-38.4164
"87",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",2019,45140000,-15.14293,-40.49337
"88",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5629,41308310,-12.86603,-38.41932
"89",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",7966,41500088,-12.9129,-38.3487
"90",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",2036,44830000,-11.73757,-40.68336
"91",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5002,41230350,-12.91672,-38.44961
"92",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5152,41213140,-12.93211,-38.4457
"93",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",2065,41390110,-12.91074,-38.43619
"94",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5395,46765000,-13.08046,-41.8906
"95",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5007,45205010,-13.86741,-40.06862
"96",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5135,48140000,-12.14404,-38.64332
"97",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5139,40353000,-12.94816,-38.4738
"98",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5759,44540000,-12.85918,-39.21882
"99",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5299,41300510,-12.8622099,-38.42901
"100",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5005,40750120,-12.84759,-38.46149
"101",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",2044,48610000,-9.2368,-38.87446
"102",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5302,48300000,-11.89141,-37.65149
"103",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5301,41192000,-12.95688,-38.44231
"104",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",2046,40713730,-12.88506,-38.48318
"105",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",2045,44380000,-12.68344,-39.10704
"106",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",1877,40440360,-12.92928,-38.50391
"107",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",7901,41490462,-12.91823,-38.3678
"108",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",7952,40760330,-12.85368,-38.46397
"109",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",2735,41905020,-13.01,-38.476
"110",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",2736,44895000,-11.84969,-41.83533
"111",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",1860,41110300,-12.97313,-38.46297
"112",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",2041,46820000,-11.98719,-41.32189
"113",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5758,48030610,-12.14453,-38.42052
"114",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5700,43805630,-12.68534,-38.54406
"115",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",1862,42850000,-12.60907,-38.26479
"116",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",7070,40279720,-12.98603,-38.46988
"117",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5621,41204190,-12.94149,-38.46882
"118",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5320,47400000,-11.18011,-42.85249
"119",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",7971,45200130,-13.86094,-40.07738
"120",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",1943,44150000,-11.93784,-38.97961
"121",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",2061,40253255,-12.98101,-38.48624
"122",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",1940,46110000,-14.34814,-41.87209
"123",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",2022,44320000,-12.50843,-38.99197
"124",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",8504,48060510,-12.1479,-38.4525
"125",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",2783,48010420,-12.11768,-38.42176
"126",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5626,41250140,-12.90431,-38.4611
"127",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5750,40484480,-12.90687,-38.47689
"128",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",2033,41350238,-12.92561,-38.41114
"129",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5367,41230330,-12.91682,-38.45102
"130",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",1871,44360000,-12.66544,-39.00208
"131",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",2034,40487010,-12.91748,-38.47865
"132",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",2771,45206260,-13.86843,-40.07126
"133",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5753,40350100,-12.94134,-38.48096
"134",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",2037,41310000,-12.88362,-38.42458
"135",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5294,46840000,-12.61061,-40.87153
"136",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5136,40393440,-12.92598,-38.48079
"137",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5757,48604240,-9.39574,-38.2398
"138",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5138,45180000,-14.65114,-40.98102
"139",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",2043,48400000,-10.81556,-38.47604
"140",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",2040,42800050,-12.69916,-38.32406
"141",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5052,40100000,-12.99211,-38.51407
"142",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",5417,45436000,-13.80335,-39.39802
"143",3778,"Rua Barão de Cotegipe, 1153 - Roma, Salvador - BA, 40411-900, Brazil",-12.9350374,-38.5056188,"HOSPITAL DA MULHER",7094,41250290,-12.93937,-38.42205
